"InsurancePolicyNumber","CustomerLoyaltyPeriod","DateOfPolicyCoverage","InsurancePolicyState","Policy_CombinedSingleLimit","Policy_Deductible","PolicyAnnualPremium","UmbrellaLimit","InsuredRelationship","CustomerID"
113140,373,1998-10-18,"State1","500/300",2000,1443.1,0,"husband","Cust4019"
113141,294,2002-09-20,"State1","500/1000",1000,1554.6,3987783,"not-in-family","Cust4020"
113142,211,2001-08-18,"State1","100/300",930,1494.31,6719243,"other-relative","Cust4021"
113143,145,1996-06-14,"State1","250/500",742,1685.87,0,"husband","Cust4022"
113144,192,1996-04-14,"State1","250/500",587,1580.88,0,"husband","Cust4023"
113145,338,2012-10-15,"State3","250/300",1000,1437.83,0,"husband","Cust4024"
113146,349,2010-10-12,"State3","100/500",1000,1473.72,0,"husband","Cust4025"
113147,232,2006-06-27,"State1","500/1000",2000,1188.38,4891037,"other-relative","Cust4026"
113148,368,2000-09-25,"State1","500/1000",1270,1327.78,0,"unmarried","Cust4027"
113152,98,2002-09-27,"State2","500/1000",500,785.72,0,"wife","Cust4031"
113153,185,2001-06-15,"State3","250/500",500,1444.63,6249853,"husband","Cust4032"
113154,139,2001-07-14,"State3","250/500",500,1405.24,4495040,"husband","Cust4033"
113155,334,2007-01-25,"State3","250/500",2000,1474.5,455434,"own-child","Cust4034"
113156,363,2007-03-29,"State2","250/500",908,1574.32,0,"own-child","Cust4035"
113157,378,2008-03-23,"State1","500/500",714,1158.86,0,"not-in-family","Cust4036"
113160,72,2011-07-30,"State3","100/300",2000,1218.63,5336471,"husband","Cust4039"
113162,109,1998-09-12,"State1","250/500",772,1376.75,0,"not-in-family","Cust4041"
113163,269,1994-06-21,"State1","250/500",1000,825.59,0,"own-child","Cust4042"
113165,183,1992-09-24,"State2","250/500",1088,1308.24,0,"other-relative","Cust4044"
113166,158,1998-02-17,"State2","250/500",2000,1303.98,0,"other-relative","Cust4045"
113167,97,1998-11-13,"State3","250/500",877,1037.65,0,"wife","Cust4046"
113169,361,2001-11-26,"State1","250/500",1000,1524.17,0,"own-child","Cust4048"
113170,298,2003-05-14,"State1","250/500",1532,1432.08,3194232,"wife","Cust4049"
113171,216,1998-06-07,"State2","100/300",684,1526.95,0,"husband","Cust4050"
113172,222,1992-07-09,"State2","100/300",769,1646.98,4310151,"husband","Cust4051"
113175,322,2004-07-19,"State3","500/1000",1000,1235.03,0,"own-child","Cust4054"
113176,383,1999-05-22,"State1","500/1000",1787,947.9,0,"unmarried","Cust4055"
113179,249,2012-05-26,"State1","100/300",647,1293.84,0,"not-in-family","Cust4058"
113180,176,2009-06-20,"State1","100/300",1654,1359.42,6153884,"husband","Cust4059"
113182,279,1992-04-10,"State3","250/500",1842,956.35,4208313,"wife","Cust4061"
113183,306,2005-03-17,"State2","100/300",2000,1311.16,0,"wife","Cust4062"
113184,214,2013-04-22,"State2","500/1000",2000,1358.24,0,"wife","Cust4063"
113185,340,2002-09-19,"State3","250/500",2000,1289.57,0,"not-in-family","Cust4064"
113187,339,2005-11-04,"State3","100/300",926,1565.88,442227,"wife","Cust4066"
113188,102,2014-09-02,"State3","100/300",500,1535.67,3036308,"wife","Cust4067"
113189,317,2007-02-15,"State3","500/1000",500,1156.32,0,"wife","Cust4068"
113191,114,2005-11-19,"State1","500/1000",703,1349.73,0,"unmarried","Cust4070"
113192,99,2007-11-20,"State3","500/1000",654,1369.36,0,"unmarried","Cust4071"
113193,406,1994-08-06,"State3","250/500",895,951.83,0,"not-in-family","Cust4072"
113194,254,1995-07-13,"State1","250/500",614,877.16,0,"not-in-family","Cust4073"
113195,259,1996-07-16,"State1","500/1000",500,1316,0,"not-in-family","Cust4074"
113198,156,2009-11-17,"State2","500/1000",500,1432.75,0,"unmarried","Cust4077"
113199,159,1998-08-20,"State1","500/300",823,1370.23,6291401,"other-relative","Cust4078"
113200,10,1993-10-25,"State1","100/300",559,994.85,4410604,"unmarried","Cust4079"
113201,53,2007-09-18,"State3","250/500",2000,1211.37,1500196,"other-relative","Cust4080"
113202,32,1998-07-11,"State2","250/500",2000,1229.98,4573989,"other-relative","Cust4081"
113203,38,1990-11-25,"State1","250/500",948,1312.53,0,"own-child","Cust4082"
113205,228,2013-10-27,"State3","500/1000",500,976.83,0,"unmarried","Cust4084"
113206,163,2012-04-18,"State2","500/1000",1775,1316.53,0,"unmarried","Cust4085"
113207,353,1993-07-15,"State3","500/1000",1297,1205.37,0,"other-relative","Cust4086"
113208,300,1991-08-10,"State3","500/1000",500,1179.74,0,"husband","Cust4087"
113209,186,1993-10-10,"State1","500/1000",939,1241.64,0,"unmarried","Cust4088"
113210,134,1995-10-09,"State1","500/1000",779,1270.3,0,"not-in-family","Cust4089"
113211,218,1995-06-16,"State2","250/500",1247,948.88,0,"own-child","Cust4090"
113212,231,1992-07-17,"State2","250/500",1720,745.67,0,"own-child","Cust4091"
113214,334,2012-05-28,"State1","100/300",1700,1081.17,0,"wife","Cust4093"
113216,149,2007-04-13,"State3","100/300",1325,992.41,0,"husband","Cust4095"
113217,152,2007-02-21,"State3","100/300",1000,1274.25,0,"wife","Cust4096"
113218,264,2006-04-14,"State3","500/300",1000,1087.88,0,"wife","Cust4097"
113219,104,1995-04-15,"State3","500/1000",943,1217.6,0,"other-relative","Cust4098"
113221,201,2013-06-12,"State3","250/500",500,1526.63,0,"not-in-family","Cust4100"
113222,200,2000-03-19,"State1","250/500",500,1414.19,0,"not-in-family","Cust4101"
113223,223,1996-04-18,"State1","100/300",1522,1125.29,0,"not-in-family","Cust4102"
113224,15,2003-07-24,"State1","100/300",1246,918.64,0,"not-in-family","Cust4103"
113225,143,2001-06-06,"State3","100/300",820,914.18,0,"other-relative","Cust4104"
113226,189,1997-06-04,"State1","100/300",500,1066.74,1775505,"other-relative","Cust4105"
113227,43,2002-04-09,"State3","500/1000",1862,1189.68,0,"wife","Cust4106"
113228,356,2003-02-12,"State3","500/1000",896,1007.61,1054846,"husband","Cust4107"
113229,249,2004-03-29,"State1","500/1000",908,1335.27,8183130,"other-relative","Cust4108"
113230,285,2011-06-28,"State1","500/1000",861,1262.7,2498094,"wife","Cust4109"
113231,426,2000-07-16,"State2","100/300",1094,1145.37,3020561,"own-child","Cust4110"
113233,336,2011-05-28,"State1","100/300",1557,1056.45,0,"wife","Cust4112"
113234,338,2008-06-27,"State1","100/1000",976,981.25,195350,"not-in-family","Cust4113"
113235,240,1996-05-11,"State3","250/500",1029,1527.86,4029050,"wife","Cust4114"
113236,244,1997-05-12,"State3","250/500",1109,1537.21,4108807,"not-in-family","Cust4115"
113238,216,1999-07-23,"State2","250/500",576,1306.7,0,"wife","Cust4117"
113239,180,1992-08-24,"State2","250/500",1101,1312.13,0,"other-relative","Cust4118"
113240,199,1991-09-26,"State1","250/500",963,1279.83,0,"other-relative","Cust4119"
113241,169,2005-04-21,"State3","250/500",1638,1229.7,0,"unmarried","Cust4120"
113242,107,2004-03-12,"State1","250/500",2000,1231.24,7072320,"husband","Cust4121"
113244,116,2006-03-13,"State1","250/500",1530,1241.79,6180153,"husband","Cust4123"
113246,146,1992-01-05,"State3","250/500",556,1048.25,0,"wife","Cust4125"
113247,370,2007-04-30,"State2","250/500",514,1585.45,0,"unmarried","Cust4126"
113248,246,1994-05-19,"State1","250/500",896,874.12,0,"unmarried","Cust4127"
113249,95,2008-06-25,"State2","500/1000",1000,1105.29,0,"own-child","Cust4128"
113251,278,2003-05-28,"State2","250/500",1299,1310.3,0,"unmarried","Cust4130"
113252,330,2006-05-18,"State2","250/500",1000,1356.8,1716172,"not-in-family","Cust4131"
113253,162,2004-05-08,"State3","100/300",950,950.56,0,"husband","Cust4132"
113254,184,2002-05-08,"State3","100/300",843,1183.16,0,"husband","Cust4133"
113255,171,2006-12-13,"State3","100/300",1162,1165.64,2235889,"own-child","Cust4134"
113256,150,1999-10-05,"State3","100/300",1034,1039.88,0,"husband","Cust4135"
113258,221,2009-06-20,"State3","100/300",1558,980,0,"husband","Cust4137"
113259,125,1991-02-11,"State2","500/1000",500,1305.1,0,"wife","Cust4138"
113260,225,2004-06-12,"State2","500/1000",500,1730.25,1299429,"other-relative","Cust4139"
113262,298,2000-08-17,"State3","250/500",1000,1420.03,0,"not-in-family","Cust4141"
113263,344,1990-03-18,"State3","500/1000",2000,1280.87,4036242,"husband","Cust4142"
113264,101,1991-03-17,"State3","500/1000",978,1344.69,1593124,"wife","Cust4143"
113265,104,1997-07-15,"State2","250/500",527,1164.41,273224,"own-child","Cust4144"
113266,97,1997-11-12,"State1","250/500",1000,1260.83,1934392,"other-relative","Cust4145"
113268,210,1997-07-27,"State3","100/500",2000,1460.63,0,"unmarried","Cust4147"
113269,129,1999-11-27,"State2","500/300",500,1169.89,0,"not-in-family","Cust4148"
113270,54,1997-04-27,"State2","250/500",657,1179.74,0,"not-in-family","Cust4149"
113271,108,1998-09-23,"State3","500/500",883,1055.23,3833911,"other-relative","Cust4150"
113272,89,1997-11-16,"State1","250/500",1000,987.58,1540679,"other-relative","Cust4151"
113273,193,1999-04-18,"State2","100/300",1000,1090.3,0,"unmarried","Cust4152"
113274,222,1997-04-20,"State2","100/300",1099,1142.56,397194,"own-child","Cust4153"
113275,233,1996-02-17,"State2","250/500",1000,1562.4,1886504,"not-in-family","Cust4154"
113276,121,1998-01-23,"State2","250/500",1000,1556.78,3417036,"not-in-family","Cust4155"
113278,239,1993-03-25,"State3","500/1000",1036,1328.78,4642950,"husband","Cust4157"
113280,289,2011-06-21,"State2","250/500",500,1441.78,0,"husband","Cust4159"
113281,267,2001-02-15,"State1","500/300",606,1024.46,0,"unmarried","Cust4160"
113282,273,2001-02-16,"State1","500/300",668,1014.09,0,"unmarried","Cust4161"
113285,192,1997-03-10,"State2","100/300",500,1039.85,2058814,"other-relative","Cust4164"
113286,247,2011-05-02,"State2","100/300",675,1464.93,5650210,"wife","Cust4165"
113287,75,2003-07-25,"State2","500/1000",500,572.2,0,"not-in-family","Cust4166"
113288,83,2002-08-26,"State2","500/1000",500,639.36,0,"not-in-family","Cust4167"
113289,394,1993-10-05,"State3","500/1000",1140,1076.09,0,"husband","Cust4168"
113290,255,2002-07-27,"State1","500/1000",2000,1345.64,5188472,"other-relative","Cust4169"
113291,315,2006-03-18,"State2","100/300",2000,1312.08,0,"wife","Cust4170"
113292,191,1994-02-12,"State2","100/300",1032,976.54,0,"husband","Cust4171"
113293,122,2009-12-29,"State1","250/500",567,1257.27,668970,"other-relative","Cust4172"
113295,227,2002-02-13,"State1","500/1000",775,1341.15,3146164,"husband","Cust4174"
113296,185,2001-02-11,"State1","500/1000",696,1443.16,4260011,"husband","Cust4175"
113297,416,1991-02-10,"State2","100/300",1530,1477.69,1252679,"own-child","Cust4176"
113300,254,2011-06-06,"State2","250/500",733,1280.35,1866882,"not-in-family","Cust4179"
113301,146,1996-05-20,"State2","250/500",799,1215.06,0,"husband","Cust4180"
113302,105,1998-05-18,"State2","250/500",1000,1185.94,0,"husband","Cust4181"
113303,372,2008-04-12,"State2","250/500",1000,1359.3,3024493,"unmarried","Cust4182"
113304,353,2007-03-10,"State1","250/500",874,1369.54,2992722,"not-in-family","Cust4183"
113306,159,1996-09-21,"State1","100/300",1947,1131.33,0,"husband","Cust4185"
113307,356,1999-10-18,"State3","100/300",604,1060.32,0,"not-in-family","Cust4186"
113308,302,1998-09-21,"State3","100/300",738,1149.96,0,"wife","Cust4187"
113310,142,1993-05-22,"State3","250/500",622,1428.39,0,"unmarried","Cust4189"
113311,88,2007-05-10,"State1","250/500",2000,843.24,0,"other-relative","Cust4190"
113312,112,2000-04-11,"State2","100/500",1314,790.12,0,"other-relative","Cust4191"
113314,98,2004-03-23,"State2","100/300",1421,1157.39,0,"wife","Cust4193"
113316,176,2007-06-19,"State3","250/500",500,1171.91,0,"husband","Cust4195"
113317,281,2010-05-28,"State1","500/1000",821,1268.19,3218181,"other-relative","Cust4196"
113318,295,2014-07-28,"State1","500/1000",975,1247.09,447679,"wife","Cust4197"
113319,83,2001-03-19,"State3","500/1000",1146,1330.09,0,"husband","Cust4198"
113321,337,2004-12-13,"State1","100/300",1000,1334.27,4472232,"wife","Cust4200"
113322,234,2003-12-24,"State2","100/300",1000,1510.71,1606952,"wife","Cust4201"
113323,206,2004-08-20,"State3","250/500",500,1455.69,2219217,"not-in-family","Cust4202"
113324,284,2006-07-19,"State3","250/500",525,1450.05,0,"husband","Cust4203"
113325,266,1999-04-14,"State2","250/500",656,1524.95,0,"other-relative","Cust4204"
113326,245,1998-03-14,"State2","500/500",587,1523.45,0,"other-relative","Cust4205"
113327,226,2004-07-30,"State1","500/1000",1898,1363.95,5387773,"other-relative","Cust4206"
113328,244,2003-06-30,"State1","500/1000",1635,1376.3,6729418,"other-relative","Cust4207"
113330,102,2011-08-14,"State3","500/300",651,809.02,0,"husband","Cust4209"
113331,200,1999-07-23,"State3","100/300",1393,1262.96,2357507,"wife","Cust4210"
113332,308,2001-06-23,"State1","100/300",1455,1230.35,0,"wife","Cust4211"
113333,180,1994-08-07,"State1","100/300",1000,1432.57,6063058,"unmarried","Cust4212"
113334,189,1992-07-09,"State1","100/300",1000,1416.77,7237990,"unmarried","Cust4213"
113335,166,2011-07-16,"State3","250/500",1204,1557.34,0,"not-in-family","Cust4214"
113336,138,2009-09-20,"State3","250/500",2000,1645.25,0,"not-in-family","Cust4215"
113338,284,2003-02-06,"State2","500/1000",899,1608.42,0,"wife","Cust4217"
113339,431,2001-04-26,"State3","250/500",2000,1393.81,4351342,"wife","Cust4218"
113340,401,1992-07-04,"State3","250/500",2000,1312.8,370620,"wife","Cust4219"
113341,170,2004-10-04,"State1","500/1000",1355,1044.31,0,"other-relative","Cust4220"
113342,211,2004-09-05,"State1","500/1000",1617,1038.88,0,"other-relative","Cust4221"
113345,114,1992-06-19,"State2","100/300",939,1114.11,0,"other-relative","Cust4224"
113347,178,1992-03-03,"State3","500/1000",585,1180.78,0,"not-in-family","Cust4226"
113348,147,1992-03-08,"State3","500/1000",500,1182.93,0,"not-in-family","Cust4227"
113350,240,1995-10-13,"State3","250/500",500,1011.09,0,"other-relative","Cust4229"
113352,198,1994-04-03,"State1","250/500",1000,1375.98,776055,"wife","Cust4231"
113353,193,1995-04-17,"State1","250/500",838,1192.69,0,"own-child","Cust4232"
113354,209,1997-04-17,"State1","250/500",848,1158.3,0,"own-child","Cust4233"
113355,184,1992-03-21,"State1","250/500",500,1450.98,0,"unmarried","Cust4234"
113356,162,1993-03-20,"State1","250/500",500,1469.02,0,"not-in-family","Cust4235"
113357,51,1994-02-28,"State2","100/1000",500,1172.77,0,"not-in-family","Cust4236"
113358,92,1997-07-27,"State2","500/300",500,1171.23,0,"not-in-family","Cust4237"
113359,281,1999-09-10,"State2","100/300",500,1457.65,0,"not-in-family","Cust4238"
113362,239,2011-05-09,"State3","100/300",1857,1273.88,0,"husband","Cust4241"
113363,151,1995-02-14,"State2","250/500",500,1243.27,3338252,"own-child","Cust4242"
113364,172,1997-03-12,"State2","250/500",692,1054.99,3692401,"own-child","Cust4243"
113366,290,1994-01-28,"State2","250/500",1826,1365.67,5304289,"own-child","Cust4245"
113369,203,2006-09-21,"State1","500/1000",1000,1383.18,5461178,"own-child","Cust4248"
113370,169,2008-11-24,"State1","500/1000",1000,1228.88,4228180,"own-child","Cust4249"
113372,189,1999-07-06,"State3","100/300",1000,1420.42,5733597,"own-child","Cust4251"
113373,253,1998-07-08,"State3","250/300",2000,1268.11,0,"wife","Cust4252"
113374,390,1991-07-02,"State3","250/500",2000,1299.31,0,"wife","Cust4253"
113375,126,1999-08-18,"State1","100/1000",1000,1288.93,0,"not-in-family","Cust4254"
113376,140,2001-07-09,"State1","500/1000",760,1185.28,0,"own-child","Cust4255"
113379,168,1994-02-03,"State2","100/300",994,951.12,46497,"other-relative","Cust4258"
113380,184,1996-02-04,"State2","100/300",913,974.66,698596,"other-relative","Cust4259"
113381,213,2004-02-09,"State2","250/1000",1659,1099.29,0,"other-relative","Cust4260"
113382,175,1997-02-09,"State2","500/1000",893,1093.58,0,"other-relative","Cust4261"
113385,144,2013-06-03,"State2","250/500",1597,1345.69,2388231,"other-relative","Cust4264"
113387,433,1999-01-18,"State2","500/1000",908,1281.69,0,"unmarried","Cust4266"
113388,189,2000-07-24,"State3","100/300",1440,1257.12,2642321,"wife","Cust4267"
113389,123,1993-09-28,"State2","500/1000",1195,1420.59,0,"other-relative","Cust4268"
113390,167,1995-05-29,"State2","500/1000",652,1357.89,3483637,"husband","Cust4269"
113391,172,2011-05-05,"State1","100/300",1000,1272.5,3584749,"unmarried","Cust4270"
113392,152,1994-04-03,"State1","100/300",810,985.8,0,"other-relative","Cust4271"
113393,181,1996-04-21,"State1","500/1000",1544,879.78,0,"unmarried","Cust4272"
113396,108,2013-09-19,"State3","500/1000",500,1014.24,0,"husband","Cust4275"
113398,166,2001-05-17,"State1","500/1000",500,1465.22,2115116,"other-relative","Cust4277"
113399,288,2007-07-19,"State3","250/500",562,1446.67,0,"not-in-family","Cust4278"
113400,158,2008-04-22,"State2","250/300",1199,1456.32,996118,"other-relative","Cust4279"
113402,266,2005-10-11,"State2","250/300",908,1381.48,0,"unmarried","Cust4281"
113403,108,2006-11-24,"State3","250/500",2000,1239.54,0,"other-relative","Cust4282"
113405,375,1994-05-27,"State2","100/300",2000,979.7,0,"other-relative","Cust4284"
113406,402,1992-02-09,"State2","100/500",1737,1347.95,0,"own-child","Cust4285"
113407,97,2004-11-05,"State3","100/300",1389,1129.21,0,"husband","Cust4286"
113408,245,2004-06-16,"State3","500/300",741,918.83,1552721,"not-in-family","Cust4287"
113409,122,2006-04-14,"State1","250/500",2000,1280.93,8549289,"husband","Cust4288"
113410,182,2009-07-17,"State1","500/300",704,1506.31,4817984,"not-in-family","Cust4289"
113412,181,1995-05-24,"State1","250/500",500,1354.44,0,"wife","Cust4291"
113413,130,2011-09-25,"State2","500/500",500,1627,0,"unmarried","Cust4292"
113414,258,1992-07-08,"State3","500/1000",2000,1146.32,1004835,"husband","Cust4293"
113415,113,1993-02-11,"State2","100/300",500,850.84,0,"other-relative","Cust4294"
113416,214,2005-10-25,"State1","500/1000",500,1474.43,3325631,"own-child","Cust4295"
113418,259,1998-11-14,"State2","100/300",500,1285.67,0,"own-child","Cust4297"
113419,215,2002-05-16,"State2","250/500",500,1450.32,7862718,"not-in-family","Cust4298"
113420,237,2013-04-28,"State2","100/300",500,963.26,0,"own-child","Cust4299"
113422,230,2013-06-29,"State2","500/300",500,954.74,0,"not-in-family","Cust4301"
113423,231,1993-08-06,"State2","500/1000",2000,1069.27,0,"not-in-family","Cust4302"
113424,55,1995-02-10,"State2","100/300",646,1011.39,0,"other-relative","Cust4303"
113425,72,1994-06-06,"State3","250/300",1878,1100.58,3510105,"own-child","Cust4304"
113426,222,1996-02-14,"State1","250/500",520,1528.2,0,"other-relative","Cust4305"
113427,112,2013-06-14,"State1","250/500",2000,1368.64,0,"own-child","Cust4306"
113428,471,1992-10-17,"State3","100/1000",1798,1130.18,0,"husband","Cust4307"
113429,277,1998-11-11,"State3","500/300",2000,1261.43,0,"other-relative","Cust4308"
113430,115,2001-11-29,"State2","500/1000",519,956.12,0,"husband","Cust4309"
113431,450,2003-03-18,"State2","100/1000",500,1301.41,5585835,"unmarried","Cust4310"
113432,241,2000-04-13,"State2","250/300",679,1350.16,8716124,"other-relative","Cust4311"
113433,267,1992-09-03,"State3","100/300",2000,1095.48,0,"unmarried","Cust4312"
113434,155,2004-08-18,"State1","500/300",500,1523.23,5264176,"other-relative","Cust4313"
113435,184,2002-02-21,"State3","250/300",974,1367.04,0,"husband","Cust4314"
