"CustomerID","VehicleAttribute","VehicleAttributeDetails"
"Cust37471","VehicleID","Vehicle38908"
"Cust8056","VehicleYOM","2008"
"Cust18066","VehicleID","Vehicle18030"
"Cust5025","VehicleYOM","2008"
"Cust13731","VehicleID","Vehicle14089"
"Cust2342","VehicleMake","Ford"
"Cust21905","VehicleYOM","2013"
"Cust6181","VehicleID","Vehicle3282"
"Cust7520","VehicleModel","M5"
"Cust31783","VehicleMake","Toyota"
"Cust5947","VehicleMake","Nissan"
"Cust12208","VehicleModel","Neon"
"Cust21849","VehicleModel","E400"
"Cust26839","VehicleMake","BMW"
"Cust24458","VehicleYOM","2005"
"Cust13805","VehicleMake","Honda"
"Cust4828","VehicleMake","Audi"
"Cust13592","VehicleID","Vehicle39460"
"Cust38801","VehicleModel","Pathfinder"
"Cust18439","VehicleID","Vehicle39810"
"Cust12545","VehicleModel","X5"
"Cust2076","VehicleModel","Passat"
"Cust14646","VehicleMake","Suburu"
"Cust38903","VehicleMake","Suburu"
"Cust3321","VehicleYOM","2007"
"Cust25045","VehicleID","Vehicle3396"
"Cust1301","VehicleModel","A5"
"Cust37560","VehicleID","Vehicle22297"
"Cust22817","VehicleYOM","2005"
"Cust7989","VehicleModel","M5"
"Cust8593","VehicleMake","Dodge"
"Cust25381","VehicleYOM","2008"
"Cust1800","VehicleMake","Audi"
"Cust28798","VehicleYOM","1995"
"Cust16683","VehicleID","Vehicle15707"
"Cust2750","VehicleModel","M5"
"Cust14050","VehicleModel","Wrangler"
"Cust5593","VehicleMake","Ford"
"Cust18625","VehicleYOM","1995"
"Cust29106","VehicleMake","Ford"
"Cust3942","VehicleID","Vehicle12337"
"Cust17087","VehicleModel","Jetta"
"Cust38078","VehicleYOM","2002"
"Cust5295","VehicleModel","CRV"
"Cust20226","VehicleMake","Dodge"
"Cust26226","VehicleID","Vehicle7682"
"Cust4120","VehicleYOM","2001"
"Cust22104","VehicleModel","Passat"
"Cust12682","VehicleID","Vehicle37568"
"Cust14983","VehicleModel","CRV"
"Cust26544","VehicleID","Vehicle39369"
"Cust13987","VehicleYOM","2003"
"Cust17213","VehicleID","Vehicle28782"
"Cust32897","VehicleMake","Suburu"
"Cust33362","VehicleID","Vehicle8967"
"Cust15606","VehicleModel","Camry"
"Cust25885","VehicleModel","Legacy"
"Cust36650","VehicleYOM","2004"
"Cust32287","VehicleYOM","1998"
"Cust2643","VehicleYOM","2008"
"Cust29643","VehicleYOM","2001"
"Cust9778","VehicleYOM","1999"
"Cust35221","VehicleModel","RAM"
"Cust11064","VehicleModel","Legacy"
"Cust3039","VehicleModel","A5"
"Cust25490","VehicleMake","Audi"
"Cust2381","VehicleMake","Audi"
"Cust16068","VehicleID","Vehicle30924"
"Cust30637","VehicleID","Vehicle21030"
"Cust5160","VehicleYOM","2008"
"Cust1375","VehicleYOM","2012"
"Cust23089","VehicleMake","Chevrolet"
"Cust28574","VehicleMake","Honda"
"Cust35697","VehicleYOM","2014"
"Cust20301","VehicleYOM","1998"
"Cust6615","VehicleYOM","2012"
"Cust14676","VehicleModel","Neon"
"Cust13678","VehicleID","Vehicle29318"
"Cust18831","VehicleMake","BMW"
"Cust26470","VehicleModel","Silverado"
"Cust17578","VehicleYOM","2012"
"Cust21071","VehicleModel","Highlander"
"Cust38542","VehicleYOM","2007"
"Cust21047","VehicleModel","ML350"
"Cust7074","VehicleMake","Ford"
"Cust26517","VehicleYOM","2009"
"Cust12017","VehicleYOM","2004"
"Cust1956","VehicleYOM","2013"
"Cust23912","VehicleMake","Dodge"
"Cust16256","VehicleYOM","2000"
"Cust24968","VehicleYOM","1997"
"Cust32566","VehicleMake","Saab"
"Cust23833","VehicleID","Vehicle19933"
"Cust3067","VehicleYOM","2004"
"Cust1448","VehicleYOM","2009"
"Cust34116","VehicleMake","Toyota"
"Cust27709","VehicleModel","Wrangler"
"Cust35121","VehicleID","Vehicle11527"
"Cust15786","VehicleID","Vehicle20772"
"Cust15163","VehicleYOM","2001"
"Cust35396","VehicleID","Vehicle17832"
"Cust19522","VehicleMake","Chevrolet"
"Cust23769","VehicleYOM","2009"
"Cust39426","VehicleYOM","2001"
"Cust29729","VehicleYOM","2002"
"Cust31268","VehicleYOM","2009"
"Cust15322","VehicleModel","92x"
"Cust37261","VehicleModel","Wrangler"
"Cust20916","VehicleYOM","1999"
"Cust26474","VehicleYOM","2000"
"Cust20313","VehicleModel","Passat"
"Cust10983","VehicleModel","Malibu"
"Cust10283","VehicleModel","MDX"
"Cust24666","VehicleMake","Toyota"
"Cust17079","VehicleModel","RAM"
"Cust29047","VehicleModel","Tahoe"
"Cust11096","VehicleID","Vehicle24606"
"Cust13889","VehicleMake","Saab"
"Cust9981","VehicleYOM","2010"
"Cust39102","VehicleID","Vehicle25394"
"Cust7036","VehicleYOM","1997"
"Cust34850","VehicleYOM","2012"
"Cust23378","VehicleYOM","1998"
"Cust37943","VehicleMake","Jeep"
"Cust31785","VehicleMake","Toyota"
"Cust8496","VehicleID","Vehicle19398"
"Cust6646","VehicleID","Vehicle29454"
"Cust23320","VehicleYOM","2014"
"Cust18582","VehicleModel","A3"
"Cust12537","VehicleMake","Ford"
"Cust6944","VehicleMake","Audi"
"Cust16851","VehicleYOM","2009"
"Cust4603","VehicleID","Vehicle22701"
"Cust28123","VehicleMake","Chevrolet"
"Cust4969","VehicleMake","Ford"
"Cust7202","VehicleID","Vehicle32307"
"Cust10749","VehicleMake","Mercedes"
"Cust16284","VehicleModel","Passat"
"Cust37763","VehicleModel","Malibu"
"Cust24645","VehicleID","Vehicle34353"
"Cust10992","VehicleYOM","2007"
"Cust2718","VehicleID","Vehicle2003"
"Cust5838","VehicleMake","BMW"
"Cust33052","VehicleID","Vehicle5209"
"Cust3340","VehicleModel","A3"
"Cust24312","VehicleYOM","2002"
"Cust4698","VehicleYOM","2011"
"Cust22036","VehicleMake","Honda"
"Cust3564","VehicleID","Vehicle17983"
"Cust17128","VehicleModel","Maxima"
"Cust13130","VehicleID","Vehicle6328"
"Cust32277","VehicleYOM","1999"
"Cust32039","VehicleModel","Jetta"
"Cust5331","VehicleID","Vehicle38235"
"Cust14383","VehicleYOM","2014"
"Cust29947","VehicleModel","Escape"
"Cust1209","VehicleModel","C300"
"Cust9068","VehicleMake","Chevrolet"
"Cust2495","VehicleMake","Volkswagen"
"Cust28833","VehicleYOM","2004"
"Cust20929","VehicleYOM","2014"
"Cust17323","VehicleMake","Saab"
"Cust30185","VehicleYOM","2004"
"Cust13103","VehicleModel","Silverado"
"Cust23125","VehicleModel","F150"
"Cust5511","VehicleModel","A3"
"Cust27686","VehicleID","Vehicle2881"
"Cust7232","VehicleID","Vehicle29658"
"Cust18589","VehicleMake","Volkswagen"
"Cust22753","VehicleMake","Mercedes"
"Cust28502","VehicleModel","MDX"
"Cust28531","VehicleYOM","2013"
"Cust19068","VehicleModel","C300"
"Cust2569","VehicleModel","Passat"
"Cust27024","VehicleModel","Wrangler"
"Cust37801","VehicleModel","CRV"
"Cust1036","VehicleYOM","1995"
"Cust27887","VehicleYOM","2005"
"Cust2340","VehicleMake","Jeep"
"Cust10123","VehicleModel","Maxima"
"Cust8212","VehicleID","Vehicle14904"
"Cust23149","VehicleYOM","2003"
"Cust27386","VehicleModel","Grand Cherokee"
"Cust3991","VehicleModel","Jetta"
"Cust18206","VehicleMake","Saab"
"Cust25383","VehicleMake","Dodge"
"Cust38117","VehicleID","Vehicle36353"
"Cust38071","VehicleMake","Toyota"
"Cust24098","VehicleMake","Audi"
"Cust28818","VehicleMake","Dodge"
"Cust17311","VehicleID","Vehicle37586"
"Cust15597","VehicleModel","Wrangler"
"Cust15066","VehicleID","Vehicle17724"
"Cust39498","VehicleID","Vehicle32540"
"Cust9284","VehicleModel","MDX"
"Cust31606","VehicleID","Vehicle33041"
"Cust24334","VehicleYOM","2002"
"Cust33181","VehicleMake","BMW"
"Cust36429","VehicleMake","Nissan"
"Cust32299","VehicleMake","Suburu"
"Cust2876","VehicleYOM","2008"
"Cust3344","VehicleModel","Passat"
"Cust11114","VehicleID","Vehicle11367"
"Cust6608","VehicleMake","Audi"
"Cust16587","VehicleYOM","2005"
"Cust39294","VehicleYOM","2004"
"Cust32200","VehicleYOM","2008"
"Cust22219","VehicleMake","Ford"
"Cust8841","VehicleYOM","1998"
"Cust9801","VehicleYOM","2005"
"Cust29442","VehicleYOM","2003"
"Cust30483","VehicleMake","BMW"
"Cust36608","VehicleModel","A5"
"Cust23682","VehicleModel","Highlander"
"Cust33580","VehicleModel","3 Series"
"Cust15744","VehicleMake","Suburu"
"Cust18427","VehicleMake","Ford"
"Cust17985","VehicleModel","93"
"Cust16920","VehicleMake","Nissan"
"Cust13798","VehicleModel","3 Series"
"Cust9010","VehicleYOM","2001"
"Cust25348","VehicleYOM","2010"
"Cust16367","VehicleID","Vehicle6045"
"Cust34048","VehicleYOM","2004"
"Cust37338","VehicleYOM","2007"
"Cust22532","VehicleModel","Civic"
"Cust25627","VehicleYOM","1998"
"Cust25496","VehicleID","Vehicle28502"
"Cust2557","VehicleModel","Impreza"
"Cust32987","VehicleMake","Toyota"
"Cust21563","VehicleYOM","2007"
"Cust30708","VehicleYOM","2004"
"Cust23650","VehicleID","Vehicle34182"
"Cust7639","VehicleModel","Maxima"
"Cust5936","VehicleModel","F150"
"Cust28985","VehicleYOM","2008"
"Cust12149","VehicleID","Vehicle4822"
"Cust11766","VehicleID","Vehicle18470"
"Cust15501","VehicleMake","Honda"
"Cust1005","VehicleMake","Accura"
"Cust37839","VehicleYOM","2011"
"Cust13078","VehicleYOM","2002"
"Cust29387","VehicleYOM","2002"
"Cust18219","VehicleMake","Ford"
"Cust23541","VehicleModel","C300"
"Cust13283","VehicleYOM","2005"
"Cust18534","VehicleModel","Silverado"
"Cust21856","VehicleModel","Escape"
"Cust12467","VehicleYOM","2008"
"Cust31238","VehicleYOM","2011"
"Cust23265","VehicleYOM","2009"
"Cust39250","VehicleModel","3 Series"
"Cust2995","VehicleID","Vehicle16560"
"Cust29870","VehicleID","Vehicle8112"
"Cust9708","VehicleMake","Nissan"
"Cust1147","VehicleModel","X6"
"Cust33354","VehicleMake","Audi"
"Cust35692","VehicleID","Vehicle36217"
"Cust15402","VehicleModel","Wrangler"
"Cust34762","VehicleID","Vehicle3951"
"Cust35240","VehicleID","Vehicle9087"
"Cust35488","VehicleYOM","1996"
"Cust12460","VehicleMake","Volkswagen"
"Cust15390","VehicleID","Vehicle31211"
"Cust7548","VehicleMake","Toyota"
"Cust31710","VehicleYOM","2008"
"Cust25925","VehicleID","Vehicle1577"
"Cust14004","VehicleModel","Pathfinder"
"Cust10754","VehicleModel","M5"
"Cust31304","VehicleID","Vehicle13141"
"Cust18020","VehicleMake","Dodge"
"Cust20141","VehicleModel","Maxima"
"Cust5083","VehicleMake","Mercedes"
"Cust7140","VehicleModel","Escape"
"Cust16924","VehicleYOM","2004"
"Cust10517","VehicleYOM","1996"
"Cust7367","VehicleModel","M5"
"Cust18050","VehicleModel","MDX"
"Cust27781","VehicleYOM","2009"
"Cust13039","VehicleID","Vehicle12634"
"Cust12375","VehicleMake","Accura"
"Cust19630","VehicleID","Vehicle7858"
"Cust32790","VehicleYOM","2007"
"Cust28581","VehicleYOM","2003"
"Cust1879","VehicleYOM","2015"
"Cust27819","VehicleMake","Chevrolet"
"Cust16679","VehicleModel","Corolla"
"Cust35834","VehicleMake","Volkswagen"
"Cust17817","VehicleMake","Chevrolet"
"Cust15019","VehicleMake","Dodge"
"Cust38252","VehicleMake","Nissan"
"Cust2030","VehicleMake","Saab"
"Cust28005","VehicleMake","Accura"
"Cust15132","VehicleMake","BMW"
"Cust27771","VehicleMake","Jeep"
"Cust8839","VehicleYOM","2013"
"Cust17736","VehicleMake","Nissan"
"Cust38328","VehicleModel","Pathfinder"
"Cust25686","VehicleMake","Mercedes"
"Cust10232","VehicleID","Vehicle22497"
"Cust23145","VehicleYOM","1998"
"Cust17264","VehicleID","Vehicle15745"
"Cust36622","VehicleMake","Toyota"
"Cust10655","VehicleMake","Volkswagen"
"Cust15486","VehicleModel","Ultima"
"Cust22139","VehicleYOM","1997"
"Cust15207","VehicleModel","Civic"
"Cust22095","VehicleMake","Honda"
"Cust25785","VehicleID","Vehicle21114"
"Cust4558","VehicleID","Vehicle20204"
"Cust29490","VehicleYOM","1995"
"Cust32532","VehicleID","Vehicle36787"
"Cust38577","VehicleMake","Dodge"
"Cust26957","VehicleID","Vehicle3731"
"Cust15104","VehicleModel","TL"
"Cust31425","VehicleID","Vehicle23707"
"Cust1787","VehicleModel","Camry"
"Cust27261","VehicleID","Vehicle15569"
"Cust30443","VehicleID","Vehicle3387"
"Cust31856","VehicleModel","93"
"Cust6068","VehicleYOM","2003"
"Cust20208","VehicleID","Vehicle36485"
"Cust38357","VehicleID","Vehicle38027"
"Cust20126","VehicleMake","BMW"
"Cust2109","VehicleMake","Mercedes"
"Cust20757","VehicleID","Vehicle33845"
"Cust28165","VehicleID","Vehicle2211"
"Cust26283","VehicleMake","Nissan"
"Cust20662","VehicleYOM","2005"
"Cust1453","VehicleMake","Audi"
"Cust31237","VehicleMake","Volkswagen"
"Cust37519","VehicleID","Vehicle3625"
"Cust11145","VehicleMake","Saab"
"Cust14623","VehicleModel","Corolla"
"Cust37233","VehicleMake","Dodge"
"Cust39329","VehicleID","Vehicle5224"
"Cust16044","VehicleID","Vehicle6783"
"Cust22670","VehicleID","Vehicle15782"
"Cust33586","VehicleMake","Ford"
"Cust22077","VehicleModel","MDX"
"Cust2027","VehicleModel","Impreza"
"Cust23903","VehicleMake","Chevrolet"
"Cust34061","VehicleMake","Chevrolet"
"Cust19228","VehicleMake","Ford"
"Cust15599","VehicleYOM","2010"
"Cust24338","VehicleModel","Fusion"
"Cust38044","VehicleModel","A3"
"Cust14511","VehicleMake","Ford"
"Cust38225","VehicleModel","Grand Cherokee"
"Cust15131","VehicleModel","Pathfinder"
"Cust33828","VehicleModel","Jetta"
"Cust8905","VehicleID","Vehicle32558"
"Cust19472","VehicleMake","BMW"
"Cust30736","VehicleID","Vehicle31258"
"Cust30921","VehicleModel","Forrestor"
"Cust33278","VehicleModel","F150"
"Cust6212","VehicleID","Vehicle38163"
"Cust35307","VehicleMake","Chevrolet"
"Cust10487","VehicleModel","95"
"Cust32146","VehicleMake","Toyota"
"Cust10128","VehicleID","Vehicle17625"
"Cust9847","VehicleYOM","2010"
"Cust38434","VehicleModel","92x"
"Cust20679","VehicleMake","Volkswagen"
"Cust13836","VehicleYOM","1998"
"Cust37839","VehicleModel","Ultima"
"Cust33773","VehicleModel","Legacy"
"Cust22498","VehicleID","Vehicle29179"
"Cust25074","VehicleModel","MDX"
"Cust8969","VehicleYOM","2011"
"Cust15908","VehicleModel","Neon"
"Cust6160","VehicleModel","Neon"
"Cust31303","VehicleMake","Toyota"
"Cust11433","VehicleYOM","2005"
"Cust33955","VehicleID","Vehicle2670"
"Cust39322","VehicleMake","Accura"
"Cust16920","VehicleYOM","2015"
"Cust10652","VehicleYOM","1999"
"Cust6490","VehicleMake","Jeep"
"Cust37385","VehicleYOM","2012"
"Cust3932","VehicleYOM","2006"
"Cust13516","VehicleYOM","2008"
"Cust11258","VehicleModel","Forrestor"
"Cust27355","VehicleModel","Passat"
"Cust31363","VehicleID","Vehicle12087"
"Cust30501","VehicleModel","92x"
"Cust17501","VehicleModel","CRV"
"Cust9977","VehicleYOM","1996"
"Cust1182","VehicleMake","Dodge"
"Cust7750","VehicleYOM","2002"
"Cust34739","VehicleModel","Malibu"
"Cust21254","VehicleModel","Jetta"
"Cust37053","VehicleModel","Neon"
"Cust17181","VehicleYOM","2003"
"Cust7561","VehicleMake","Chevrolet"
"Cust7499","VehicleModel","Tahoe"
"Cust19335","VehicleYOM","2004"
"Cust16548","VehicleID","Vehicle18432"
"Cust3497","VehicleYOM","2012"
"Cust17271","VehicleYOM","2004"
"Cust13017","VehicleMake","Suburu"
"Cust14944","VehicleID","Vehicle29505"
"Cust25392","VehicleMake","Nissan"
"Cust21059","VehicleMake","Audi"
"Cust23432","VehicleModel","Wrangler"
"Cust26693","VehicleYOM","2014"
"Cust35292","VehicleMake","Chevrolet"
"Cust12094","VehicleMake","Nissan"
"Cust9118","VehicleYOM","2006"
"Cust9363","VehicleYOM","2008"
"Cust18470","VehicleMake","Dodge"
"Cust13774","VehicleMake","Toyota"
"Cust9600","VehicleModel","X6"
"Cust16275","VehicleID","Vehicle21471"
"Cust26092","VehicleID","Vehicle34686"
"Cust31158","VehicleID","Vehicle35804"
"Cust26718","VehicleModel","Wrangler"
"Cust11362","VehicleMake","Mercedes"
"Cust30892","VehicleModel","Wrangler"
"Cust2954","VehicleModel","C300"
"Cust33815","VehicleModel","Neon"
"Cust11661","VehicleModel","Escape"
"Cust7746","VehicleID","Vehicle21065"
"Cust28004","VehicleYOM","2003"
"Cust14242","VehicleID","Vehicle16280"
"Cust17328","VehicleMake","Honda"
"Cust9010","VehicleMake","Ford"
"Cust28700","VehicleYOM","2002"
"Cust2586","VehicleModel","ML350"
"Cust6844","VehicleYOM","2005"
"Cust6662","VehicleYOM","2015"
"Cust24731","VehicleMake","Accura"
"Cust4831","VehicleYOM","2004"
"Cust37527","VehicleMake","Jeep"
"Cust33006","VehicleModel","Civic"
"Cust6294","VehicleMake","Suburu"
"Cust17948","VehicleYOM","2008"
"Cust21527","VehicleID","Vehicle2795"
"Cust33106","VehicleModel","93"
"Cust32931","VehicleYOM","2001"
"Cust17538","VehicleModel","Ultima"
"Cust37748","VehicleID","Vehicle31819"
"Cust3299","VehicleMake","Honda"
"Cust9469","VehicleMake","Ford"
"Cust6510","VehicleMake","Suburu"
"Cust17221","VehicleYOM","2008"
"Cust14245","VehicleMake","Audi"
"Cust5962","VehicleMake","Ford"
"Cust15566","VehicleModel","TL"
"Cust23854","VehicleYOM","2005"
"Cust3179","VehicleYOM","2009"
"Cust27749","VehicleID","Vehicle34752"
"Cust3584","VehicleMake","Suburu"
"Cust39178","VehicleYOM","2006"
"Cust26424","VehicleYOM","2003"
"Cust32594","VehicleModel","Legacy"
"Cust7158","VehicleYOM","2001"
"Cust2307","VehicleYOM","2003"
"Cust1904","VehicleModel","Jetta"
"Cust14929","VehicleModel","Fusion"
"Cust20557","VehicleModel","Jetta"
"Cust11325","VehicleModel","Pathfinder"
"Cust18995","VehicleModel","RSX"
"Cust11040","VehicleModel","Impreza"
"Cust28163","VehicleYOM","2002"
"Cust32557","VehicleModel","Neon"
"Cust6080","VehicleID","Vehicle4100"
"Cust7112","VehicleID","Vehicle30570"
"Cust3001","VehicleYOM","1997"
"Cust12012","VehicleMake","Chevrolet"
"Cust31994","VehicleModel","Malibu"
"Cust36884","VehicleModel","93"
"Cust16232","VehicleModel","Neon"
"Cust9563","VehicleID","Vehicle9865"
"Cust4321","VehicleID","Vehicle10878"
"Cust19033","VehicleYOM","2014"
"Cust30352","VehicleModel","Maxima"
"Cust28911","VehicleYOM","2009"
"Cust20390","VehicleID","Vehicle36296"
"Cust2288","VehicleID","Vehicle6945"
"Cust25366","VehicleMake","Nissan"
"Cust4463","VehicleMake","Nissan"
"Cust3620","VehicleYOM","2011"
"Cust25400","VehicleYOM","1996"
"Cust28571","VehicleModel","A5"
"Cust30796","VehicleModel","Forrestor"
"Cust36589","VehicleYOM","2003"
"Cust10419","VehicleYOM","2010"
"Cust25324","VehicleYOM","1996"
"Cust16744","VehicleID","Vehicle21923"
"Cust16473","VehicleID","Vehicle24103"
"Cust27629","VehicleMake","Dodge"
"Cust13560","VehicleMake","Dodge"
"Cust15471","VehicleYOM","2008"
"Cust17866","VehicleYOM","1997"
"Cust36189","VehicleYOM","2008"
"Cust28955","VehicleMake","Chevrolet"
"Cust18002","VehicleModel","X5"
"Cust25235","VehicleID","Vehicle38779"
"Cust38885","VehicleYOM","2002"
"Cust28289","VehicleModel","Impreza"
"Cust24692","VehicleID","Vehicle35393"
"Cust19452","VehicleModel","Jetta"
"Cust35532","VehicleMake","Suburu"
"Cust34830","VehicleYOM","2009"
"Cust18116","VehicleID","Vehicle23897"
"Cust29233","VehicleID","Vehicle11147"
"Cust6848","VehicleID","Vehicle13456"
"Cust7335","VehicleModel","A3"
"Cust34149","VehicleID","Vehicle29151"
"Cust20186","VehicleID","Vehicle7760"
"Cust7213","VehicleMake","Dodge"
"Cust37079","VehicleYOM","1998"
"Cust13675","VehicleModel","Passat"
"Cust21619","VehicleID","Vehicle18452"
"Cust28311","VehicleYOM","1996"
"Cust6645","VehicleID","Vehicle27595"
"Cust25069","VehicleModel","RAM"
"Cust22990","VehicleID","Vehicle26542"
"Cust27119","VehicleMake","Dodge"
"Cust22161","VehicleMake","Jeep"
"Cust11888","VehicleID","Vehicle11666"
"Cust9735","VehicleID","Vehicle9006"
"Cust14119","VehicleID","Vehicle28857"
"Cust11275","VehicleID","Vehicle3147"
"Cust15095","VehicleMake","Volkswagen"
"Cust38864","VehicleModel","Wrangler"
"Cust36787","VehicleModel","Pathfinder"
"Cust12002","VehicleID","Vehicle4528"
"Cust33718","VehicleModel","Forrestor"
"Cust4316","VehicleMake","Chevrolet"
"Cust2638","VehicleMake","Audi"
"Cust36639","VehicleID","Vehicle20748"
"Cust36391","VehicleID","Vehicle14547"
"Cust7555","VehicleMake","Suburu"
"Cust9065","VehicleYOM","1998"
"Cust20005","VehicleModel","Tahoe"
"Cust36317","VehicleMake","Chevrolet"
"Cust4393","VehicleModel","F150"
"Cust36841","VehicleYOM","2006"
"Cust28374","VehicleID","Vehicle17723"
"Cust22807","VehicleMake","Ford"
"Cust34247","VehicleModel","Passat"
"Cust18438","VehicleID","Vehicle30832"
"Cust26597","VehicleModel","95"
"Cust19384","VehicleModel","E400"
"Cust14040","VehicleMake","Toyota"
"Cust11423","VehicleMake","Jeep"
"Cust5152","VehicleModel","ML350"
"Cust17750","VehicleModel","MDX"
"Cust5514","VehicleMake","Chevrolet"
"Cust29213","VehicleMake","Chevrolet"
"Cust4324","VehicleID","Vehicle28530"
"Cust10037","VehicleMake","Dodge"
"Cust13933","VehicleID","Vehicle39231"
"Cust18780","VehicleID","Vehicle23130"
"Cust18248","VehicleModel","RSX"
"Cust37349","VehicleID","Vehicle35239"
"Cust12611","VehicleID","Vehicle16897"
"Cust6756","VehicleMake","Toyota"
"Cust5646","VehicleMake","BMW"
"Cust18550","VehicleModel","CRV"
"Cust39021","VehicleYOM","2010"
"Cust33276","VehicleModel","F150"
"Cust22616","VehicleYOM","2005"
"Cust13455","VehicleID","Vehicle30398"
"Cust1151","VehicleModel","A3"
"Cust22496","VehicleModel","Civic"
"Cust9216","VehicleYOM","2001"
"Cust29761","VehicleMake","Volkswagen"
"Cust13157","VehicleModel","X5"
"Cust22282","VehicleID","Vehicle2390"
"Cust21558","VehicleYOM","2010"
"Cust27319","VehicleID","Vehicle19196"
"Cust17963","VehicleYOM","2004"
"Cust15702","VehicleModel","MDX"
"Cust35166","VehicleYOM","2007"
"Cust33579","VehicleModel","X6"
"Cust16206","VehicleID","Vehicle38352"
"Cust8735","VehicleModel","A5"
"Cust20954","VehicleModel","93"
"Cust32209","VehicleModel","95"
"Cust38472","VehicleModel","Civic"
"Cust36110","VehicleModel","A3"
"Cust2363","VehicleYOM","2003"
"Cust24185","VehicleYOM","2008"
"Cust24958","VehicleID","Vehicle2992"
"Cust35162","VehicleModel","A3"
"Cust1842","VehicleMake","Saab"
"Cust35541","VehicleID","Vehicle35489"
"Cust34589","VehicleID","Vehicle32119"
"Cust30100","VehicleModel","Wrangler"
"Cust3478","VehicleMake","Toyota"
"Cust29175","VehicleMake","Mercedes"
"Cust10522","VehicleMake","Chevrolet"
