CustomerID,DateOfIncident,TypeOfIncident,TypeOfCollission,SeverityOfIncident,AuthoritiesContacted,IncidentState,IncidentCity,IncidentAddress,IncidentTime,NumberOfVehicles,PropertyDamage,BodilyInjuries,Witnesses,PoliceReport,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage
Cust1287,07-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,State7,City3,Location 1144,14,3,YES,2,0,NO,63910,5810,11620,46480
Cust12871,12-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,State5,City6,Location 1499,22,3,?,1,1,NO,36090,5551,5551,24988
Cust12872,07-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,State7,City6,Location 1089,14,1,NO,2,1,?,44136,4791,5299,34046
Cust12874,21-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,State7,City1,Location 1408,10,1,?,2,2,NO,58576,6626,6626,45324
Cust12875,11-02-2015,Vehicle Theft,?,Minor Damage,Police,State3,City4,Location 1155,11,1,?,1,2,NO,4864,739,223,3902
Cust12876,04-01-2015,Vehicle Theft,?,Trivial Damage,Police,State7,City2,Location 1983,5,1,NO,1,1,NO,7189,1198,1081,4910
Cust12877,24-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State9,City4,Location 1640,11,1,YES,2,1,NO,57340,10884,6172,40284
Cust12878,17-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,State5,City3,Location 1552,19,3,NO,0,2,?,65367,11744,6646,46977
Cust1288,29-01-2015,Vehicle Theft,?,Trivial Damage,None,State7,City6,Location 1263,6,1,?,1,0,NO,6400,640,640,5120
Cust12880,08-01-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,State9,City3,Location 1972,10,1,?,2,2,NO,76159,8826,12693,54640
Cust12883,10-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State8,City7,Location 2005,17,1,NO,1,2,NO,54007,5401,5401,43205
Cust12884,30-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,State9,City6,Location 1507,17,3,?,1,2,?,93751,15880,15116,62755
Cust12885,13-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,State7,City6,Location 1017,11,3,NO,2,1,NO,58055,5295,9219,43541
Cust12886,24-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,State4,City7,Location 1040,12,3,YES,1,0,YES,50807,8406,6836,35565
Cust12887,08-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State8,City7,Location 1999,17,3,NO,2,0,NO,60564,9662,6855,44047
Cust12889,12-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,State5,City5,Location 1352,3,3,NO,0,1,?,65748,11954,11069,42725
Cust12891,09-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State9,City2,Location 2098,8,1,NO,2,1,NO,68159,13838,9863,44458
Cust12892,22-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,State5,City1,Location 1419,15,3,NO,2,1,NO,59523,6781,5278,47464
Cust12893,15-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,State7,City4,Location 1071,14,1,YES,0,2,?,61549,9819,12310,39420
Cust12894,09-02-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,State5,City1,Location 1025,17,3,?,2,0,NO,54186,5842,4618,43726
Cust12895,20-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,State9,City7,Location 1303,13,1,?,0,1,NO,78357,10353,6824,61180
Cust12896,14-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State7,City2,Location 1230,2,3,YES,2,2,?,60702,7003,6671,47028
Cust12898,24-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,State5,City2,Location 2018,23,1,NO,1,3,NO,65380,9022,9022,47336
Cust12899,27-02-2015,Vehicle Theft,?,Trivial Damage,Police,State4,City6,Location 1586,9,1,NO,2,1,NO,3747,490,490,2767
Cust12900,03-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State9,City4,Location 1231,14,1,NO,2,2,?,40523,7739,4784,28000
Cust12901,11-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State5,City2,Location 1634,17,1,YES,1,0,?,78193,8407,14217,55569
Cust12902,23-02-2015,Parked Car,?,Minor Damage,None,State9,City1,Location 1149,7,1,YES,1,1,?,5761,976,567,4218
Cust12903,03-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,State9,City7,Location 1089,17,1,NO,1,0,?,62792,11045,6468,45279
Cust12904,09-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,State7,City4,Location 1851,21,3,NO,1,0,YES,59499,8987,8987,41525
Cust12905,06-02-2015,Vehicle Theft,?,Minor Damage,Police,State6,City7,Location 1728,8,1,NO,2,1,?,5015,673,789,3553
Cust12906,10-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,State7,City3,Location 1571,16,3,NO,2,1,?,49782,7973,8459,33350
Cust12907,01-03-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State5,City5,Location 1561,2,4,YES,0,2,?,72640,14464,14528,43648
Cust12908,14-01-2015,Vehicle Theft,?,Trivial Damage,None,State4,City5,Location 1912,9,1,?,2,2,?,5634,532,1063,4039
Cust12909,12-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,State7,City4,Location 1971,10,1,NO,0,0,?,67050,8301,13055,45694
Cust1291,29-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,State4,City1,Location 1363,13,1,YES,0,1,?,94160,8560,17120,68480
Cust12910,14-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,State8,City1,Location 1100,4,1,?,1,3,?,50301,7183,8624,34494
Cust12911,08-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State8,City3,Location 2097,15,1,NO,0,2,YES,75206,14061,7643,53502
Cust12913,28-01-2015,Parked Car,?,Minor Damage,Police,State5,City4,Location 1963,3,1,?,0,2,YES,6746,1005,638,5103
Cust12914,20-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,State7,City4,Location 1958,8,1,NO,1,0,NO,61294,5454,8832,47008
Cust12915,16-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,State5,City7,Location 1076,5,3,?,2,0,?,63307,10894,10894,41519
Cust12916,19-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,State9,City3,Location 1876,10,1,?,1,2,YES,51001,8903,4678,37420
Cust12917,20-02-2015,Parked Car,?,Trivial Damage,Police,State7,City3,Location 1418,8,1,?,0,1,NO,5832,644,644,4544
Cust12918,10-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State7,City4,Location 1372,15,3,?,1,2,?,38335,344,4706,33285
Cust12919,09-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State7,City4,Location 1338,5,3,YES,0,3,?,53397,6162,6162,41073
Cust1292,06-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,State3,City7,Location 1106,0,3,?,0,2,NO,51570,5730,11460,34380
Cust12920,15-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State5,City7,Location 2099,21,3,YES,1,2,YES,114141,17590,17493,79058
Cust12921,22-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Other,State5,City5,Location 1246,17,1,YES,1,0,NO,62874,7494,10098,45282
Cust12922,21-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State7,City1,Location 1341,19,4,YES,2,0,?,63753,8455,9597,45701
Cust12923,14-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,State8,City7,Location 1055,2,1,?,2,0,NO,63604,5834,5834,51936
Cust12924,15-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,State9,City7,Location 1196,17,3,NO,1,1,YES,85686,14281,8140,63265
Cust12926,19-01-2015,Parked Car,?,Minor Damage,Police,State8,City7,Location 1865,5,1,YES,1,3,?,5247,477,1182,3588
Cust12929,11-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,State9,City3,Location 1220,18,1,YES,0,1,YES,62466,10065,5240,47161
Cust1293,28-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State4,City4,Location 1343,14,3,?,1,0,NO,52700,10540,10540,31620
Cust12930,20-01-2015,Vehicle Theft,?,Minor Damage,Police,State8,City7,Location 1705,5,1,?,1,2,NO,8160,1150,1048,5962
Cust12931,23-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,State7,City6,Location 1741,7,3,NO,2,0,YES,57056,9550,4775,42731
Cust12932,25-01-2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,State7,City7,Location 1150,13,1,?,2,0,?,48716,13659,6374,28683
Cust12933,11-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,State3,City7,Location 1017,20,3,NO,0,3,NO,47770,6851,5091,35828
Cust12934,16-01-2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,State7,City1,Location 1990,8,1,?,1,0,?,62953,6332,6332,50289
Cust12935,22-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Fire,State4,City4,Location 1408,8,1,?,1,2,NO,77386,15155,8383,53848
Cust12936,17-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,State9,City3,Location 1275,11,3,YES,1,2,NO,55802,8553,6200,41049
Cust12938,07-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,State9,City5,Location 1593,6,1,YES,1,1,?,43293,4473,4473,34347
Cust12939,07-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,State9,City4,Location 1796,22,3,YES,1,1,YES,86942,17481,8740,60721
Cust12940,15-02-2015,Vehicle Theft,?,Minor Damage,None,State5,City4,Location 1518,16,1,NO,0,1,NO,5926,1054,445,4427
Cust12941,18-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,State9,City1,Location 1419,14,3,NO,1,3,?,66712,13048,6279,47385
Cust12943,18-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State5,City5,Location 1433,0,1,?,0,3,?,48428,8024,8024,32380
Cust12944,19-01-2015,Parked Car,?,Minor Damage,None,State9,City1,Location 1005,16,1,NO,1,1,YES,5293,1213,799,3281
Cust12946,12-01-2015,Parked Car,?,Trivial Damage,Police,State5,City7,Location 1421,5,1,NO,0,2,NO,5078,700,570,3808
Cust12949,20-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State5,City3,Location 1402,17,3,YES,2,0,YES,91434,10912,8312,72210
Cust12950,09-01-2015,Vehicle Theft,?,Minor Damage,None,State4,City1,Location 1942,5,1,YES,1,1,?,8202,986,986,6230
Cust12952,27-02-2015,Parked Car,?,Minor Damage,None,State7,City4,Location 1600,4,1,?,2,1,YES,7166,1660,1054,4452
Cust12953,16-02-2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,State4,City5,Location 1777,12,1,YES,0,1,?,67091,11657,6562,48872
Cust12954,04-01-2015,Parked Car,?,Trivial Damage,None,State7,City3,Location 1941,9,1,YES,2,1,YES,5891,656,582,4653
Cust12955,12-01-2015,Single Vehicle Collision,?,Total Loss,Ambulance,State9,City2,Location 1811,12,1,?,2,2,YES,21979,2171,2307,17501
Cust12956,26-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,State7,City7,Location 1813,12,3,?,1,2,YES,51503,3976,7120,40407
Cust12957,03-02-2015,Vehicle Theft,?,Minor Damage,Police,State8,City3,Location 1198,16,1,NO,0,0,YES,4679,851,615,3213
Cust12960,13-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State7,City1,Location 1403,18,3,?,1,3,?,43562,3977,4451,35134
Cust12961,22-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,State5,City2,Location 1894,16,3,?,0,0,?,46382,8433,7318,30631
Cust12962,15-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,State8,City2,Location 1117,21,3,?,0,0,?,43371,6401,6401,30569
Cust12963,18-02-2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,State9,City4,Location 1275,12,3,YES,1,2,NO,53882,9735,5987,38160
Cust12964,14-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State4,City6,Location 1635,3,2,?,2,2,YES,33345,4953,3697,24695
Cust12966,20-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,State7,City6,Location 1327,21,2,NO,2,1,NO,73135,12482,10482,50171
Cust12967,20-02-2015,Parked Car,?,Trivial Damage,Police,State7,City1,Location 1063,8,1,?,2,2,?,4867,761,761,3345
Cust12968,27-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,State5,City6,Location 1157,17,3,NO,0,0,NO,64693,11839,7569,45285
Cust12969,03-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,State5,City4,Location 1859,18,3,NO,2,2,?,51913,5234,10040,36639
Cust12972,09-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,State5,City5,Location 1287,21,3,YES,1,1,YES,86031,13953,8603,63475
Cust12973,07-02-2015,Single Vehicle Collision,Rear Collision,Total Loss,Fire,State5,City2,Location 1498,17,1,NO,0,2,NO,55011,9343,9343,36325
Cust12974,10-02-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State4,City6,Location 1189,12,1,NO,1,0,YES,61240,9808,9808,41624
Cust12975,25-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,State5,City2,Location 1520,11,1,?,1,2,YES,57872,10414,10414,37044
Cust12976,06-01-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State5,City7,Location 2030,20,3,NO,0,2,?,63054,9636,10218,43200
Cust12977,18-01-2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,State4,City5,Location 1036,7,3,NO,1,1,NO,48081,3490,8191,36400
Cust12979,04-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,State5,City7,Location 1948,10,3,YES,1,2,NO,68503,12749,11131,44623
Cust12981,02-01-2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,State9,City4,Location 1053,8,1,?,1,2,YES,43145,5981,4129,33035
Cust12983,24-02-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,State7,City3,Location 2061,14,1,NO,0,3,NO,58998,10236,10236,38526
Cust12984,10-01-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State9,City7,Location 1469,17,1,?,1,0,YES,81326,7112,14843,59371
Cust12985,14-01-2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,State5,City4,Location 1316,14,2,?,1,3,?,56773,7238,10574,38961
Cust12987,28-02-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,State9,City1,Location 1838,10,3,?,0,3,YES,53976,9517,9517,34942
Cust12988,08-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Police,State9,City4,Location 1053,15,1,?,2,3,YES,64935,12041,6020,46874
Cust1299,26-02-2015,Parked Car,?,Minor Damage,None,State9,City4,Location 1149,7,1,YES,1,0,?,5940,1080,540,4320
Cust12991,18-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,State5,City4,Location 1028,20,3,NO,2,2,?,38738,4484,3929,30325
Cust12993,07-01-2015,Single Vehicle Collision,Front Collision,Total Loss,Other,State9,City5,Location 1982,22,1,NO,1,2,NO,57141,6267,8602,42272
Cust12994,15-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Police,State5,City6,Location 1559,18,1,?,1,3,YES,80976,8522,12789,59665
Cust12995,26-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,State4,City1,Location 2100,15,1,?,0,1,YES,61329,5153,11531,44645
Cust12996,22-02-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,State5,City1,Location 1535,15,3,NO,2,1,NO,60534,6755,6491,47288
Cust12997,15-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,State5,City1,Location 1370,23,3,YES,0,0,?,63829,6808,11404,45617
Cust12999,21-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Fire,State8,City3,Location 2097,19,1,YES,0,2,YES,71556,12325,11128,48103
Cust13001,18-02-2015,Vehicle Theft,?,Trivial Damage,Police,State7,City2,Location 1097,8,1,NO,1,2,NO,3530,632,362,2536
Cust13003,13-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,State4,City3,Location 1597,18,1,YES,2,0,NO,52428,9441,4792,38195
Cust13004,03-02-2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,State8,City6,Location 1801,0,3,NO,1,3,?,52369,5787,6070,40512
Cust13006,24-01-2015,Vehicle Theft,?,Trivial Damage,Police,State9,City3,Location 1821,1,1,?,2,1,NO,5113,483,865,3765
Cust13009,07-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State7,City2,Location 1413,12,3,YES,2,0,?,45792,308,5763,39721
Cust1301,03-02-2015,Vehicle Theft,?,Trivial Damage,Police,State7,City6,Location 1983,15,1,NO,1,3,NO,7680,1280,640,5760
Cust13010,09-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,State8,City7,Location 1656,21,3,YES,1,0,NO,87749,14552,14552,58645
Cust13011,03-02-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State6,City5,Location 1719,8,3,?,0,2,NO,53665,8639,8353,36673
Cust13013,22-02-2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,State9,City3,Location 1070,5,1,?,2,3,?,69447,12627,6313,50507
Cust13014,05-02-2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,State4,City5,Location 1531,17,1,?,2,1,?,90654,7511,15022,68121
Cust13015,07-02-2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,State9,City4,Location 1551,14,1,?,2,0,YES,61048,5375,10749,44924
Cust13016,13-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,State4,City4,Location 1254,15,3,?,2,1,YES,62411,8329,8329,45753
Cust13017,08-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State9,City4,Location 1250,18,3,NO,2,2,YES,65957,9921,5764,50272
Cust13018,20-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,State9,City5,Location 1605,10,1,YES,1,3,?,78122,6830,13661,57631
Cust13019,24-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Other,State9,City3,Location 1319,16,1,NO,1,0,YES,52548,10068,5034,37446
Cust13020,07-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,State6,City3,Location 1689,13,3,?,1,3,NO,66283,5557,11115,49611
Cust13022,21-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,State7,City3,Location 1562,15,4,NO,0,0,YES,66706,13662,8573,44471
Cust13024,14-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,State5,City1,Location 1153,13,1,?,0,0,?,59103,10998,686,47419
Cust13025,11-02-2015,Parked Car,?,Minor Damage,Police,State6,City7,Location 1442,12,1,?,2,1,YES,4905,468,935,3502
Cust13026,26-01-2015,Single Vehicle Collision,Side Collision,Major Damage,Police,State4,City1,Location 1698,10,1,YES,0,2,NO,46903,4690,6156,36057
Cust13027,19-01-2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,State4,City2,Location 1849,21,3,?,0,0,NO,66989,8153,8153,50683
Cust13029,12-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State7,City7,Location 1954,11,3,?,2,3,YES,52335,5376,9325,37634
Cust1303,21-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,State4,City1,Location 1046,23,3,YES,0,2,?,87300,17460,17460,52380
Cust13031,11-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,State7,City3,Location 1066,17,1,YES,2,3,NO,38108,1017,2035,35056
Cust13032,09-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,State4,City6,Location 1254,22,3,YES,1,3,YES,62471,9300,9300,43871
Cust13033,22-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,State5,City7,Location 1301,18,1,YES,1,2,YES,61884,10873,6328,44683
Cust13034,09-01-2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,State5,City6,Location 2088,3,3,?,1,3,NO,77738,7067,14134,56537
Cust13035,12-01-2015,Single Vehicle Collision,Side Collision,Total Loss,Police,State7,City3,Location 1995,4,1,NO,1,2,NO,43705,4370,4378,34957
Cust13036,24-01-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,State9,City3,Location 1652,14,4,NO,0,0,YES,65223,12362,9379,43482
Cust13037,14-01-2015,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,State7,City7,Location 1995,9,1,NO,0,2,YES,45417,4253,7139,34025
Cust13038,18-02-2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,State7,City7,Location 1495,16,3,?,0,2,YES,56846,6433,2692,47721
Cust13039,20-01-2015,Vehicle Theft,?,Minor Damage,None,State5,City1,Location 1660,5,1,?,1,1,NO,4179,616,792,2771
Cust1304,24-01-2015,Parked Car,?,Trivial Damage,Police,State5,City2,Location 1989,5,1,?,0,2,NO,5670,1260,630,3780
Cust13040,19-02-2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,State4,City7,Location 2043,17,3,?,1,1,NO,53331,4820,7386,41125
Cust13042,09-01-2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,State7,City2,Location 1254,17,3,?,1,1,NO,57047,4959,7445,44643
Cust13045,18-02-2015,Single Vehicle Collision,Front Collision,Major Damage,Other,State5,City6,Location 1301,13,1,YES,2,3,YES,59521,7944,9248,42329
Cust13046,07-01-2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,State7,City3,Location 1976,11,1,?,0,1,NO,55039,6698,6698,41643
Cust13047,07-02-2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,State3,City5,Location 1923,6,1,NO,1,0,NO,57020,10591,5295,41134
